# Full, machine-readable Table 2 from Stahl et al. 2019
# Photometry of 93 SNe Ia
#
# NULL values are denoted by 99.999
#
# ---------------------------------------------------------------------------------------------------------
SN       MJD       B      EB       V      EV       R      ER       I      EI   CLEAR  ECLEAR   system
 2009hs  55056.19  18.465   0.187  17.544   0.058  17.367   0.062  17.343   0.086  17.520   0.067    kait4
 2009hs  55057.18  18.551   0.289  17.709   0.106  17.561   0.086  17.613   0.181  99.999  99.999    kait4
 2009hs  55058.23  18.921   0.105  17.795   0.043  17.473   0.043  17.445   0.058  99.999  99.999    kait4
 2009hs  55060.27  19.182   0.102  18.006   0.045  17.606   0.046  17.506   0.061  99.999  99.999    kait4
 2009hs  55061.24  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.777   0.083    kait4
 2009hs  55062.22  19.409   0.210  18.187   0.058  17.691   0.044  17.563   0.055  99.999  99.999    kait4
 2009hs  55064.25  19.835   0.139  18.330   0.059  17.824   0.047  17.602   0.055  99.999  99.999    kait4
 2009hs  55065.22  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.062   0.078    kait4
 2009hs  55067.19  20.053   0.174  18.618   0.087  18.106   0.064  17.753   0.083  99.999  99.999    kait4
 2009hs  55069.24  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.248   0.115    kait4
 2009hs  55070.17  20.369   0.367  18.927   0.130  18.377   0.103  17.922   0.085  99.999  99.999    kait4
 2009hs  55073.17  20.438   0.467  19.182   0.324  18.557   0.141  18.037   0.233  99.999  99.999    kait4
 2009hs  55076.16  20.340   0.642  19.476   0.229  18.694   0.120  18.421   0.160  99.999  99.999    kait4
 2009hs  55079.16  20.243   0.543  19.101   0.303  18.823   0.267  18.552   0.372  99.999  99.999    kait4
 2009hs  55082.18  20.755   0.446  19.468   0.168  18.933   0.122  18.952   0.194  99.999  99.999    kait4
 2009hs  55085.15  20.506   0.374  19.729   0.214  19.280   0.167  19.298   0.284  99.999  99.999    kait4
 2009hs  55092.14  20.840   0.475  20.033   0.300  19.423   0.241  19.141   0.248  99.999  99.999    kait4
 2009hs  55095.14  20.923   0.496  20.073   0.255  19.511   0.205  19.984   0.419  99.999  99.999    kait4
 2009hs  55101.13  20.531   0.448  19.928   0.264  19.928   0.291  19.329   0.272  99.999  99.999    kait4
 2009ig  55064.52  17.436   0.064  16.824   0.060  16.876   0.081  16.941   0.142  99.999  99.999    kait4
 2009ig  55065.47  16.618   0.045  16.179   0.046  16.208   0.050  16.392   0.081  99.999  99.999    kait4
 2009ig  55067.53  15.241   0.047  15.104   0.038  15.157   0.051  15.322   0.056  99.999  99.999    kait4
 2009ig  55068.51  14.846   0.040  14.769   0.033  14.772   0.057  14.908   0.050  99.999  99.999    kait4
 2009ig  55069.50  14.556   0.031  14.501   0.019  14.480   0.025  14.596   0.035  99.999  99.999    kait4
 2009ig  55071.44  14.164   0.277  14.084   0.063  14.240   0.052  14.181   0.066  99.999  99.999    kait4
 2009ig  55072.46  14.020   0.031  13.947   0.023  13.993   0.025  14.133   0.033  99.999  99.999    kait4
 2009ig  55073.50  13.898   0.033  13.877   0.027  13.874   0.032  14.048   0.036  99.999  99.999    kait4
 2009ig  55074.44  13.809   0.036  13.770   0.021  13.833   0.028  14.004   0.038  99.999  99.999    kait4
 2009ig  55075.53  13.754   0.041  13.696   0.030  13.815   0.039  13.967   0.037  99.999  99.999    kait4
 2009ig  55076.51  13.695   0.035  13.649   0.032  13.705   0.032  13.962   0.045  99.999  99.999    kait4
 2009ig  55077.44  13.647   0.054  13.594   0.027  13.631   0.033  13.943   0.031  99.999  99.999    kait4
 2009ig  55080.51  13.621   0.081  13.522   0.021  13.621   0.029  13.989   0.039  99.999  99.999    kait4
 2009ig  55084.49  13.755   0.055  13.516   0.023  13.699   0.026  14.133   0.032  99.999  99.999    kait4
 2009ig  55085.43  13.798   0.047  13.538   0.017  13.713   0.028  14.155   0.034  99.999  99.999    kait4
 2009ig  55087.44  13.903   0.048  13.574   0.049  13.779   0.019  14.208   0.042  99.999  99.999    kait4
 2009ig  55089.48  13.995   0.117  13.733   0.025  13.935   0.051  14.399   0.047  99.999  99.999    kait4
 2009ig  55090.43  14.161   0.041  13.780   0.028  13.991   0.039  14.442   0.049  99.999  99.999    kait4
 2009ig  55092.47  14.324   0.037  13.930   0.041  14.139   0.044  14.600   0.060  99.999  99.999    kait4
 2009ig  55093.49  14.375   0.042  14.002   0.031  14.187   0.039  14.666   0.066  99.999  99.999    kait4
 2009ig  55094.37  14.465   0.037  14.020   0.027  14.261   0.037  14.674   0.039  99.999  99.999    kait4
 2009ig  55095.46  14.604   0.043  14.056   0.024  14.302   0.022  14.687   0.031  99.999  99.999    kait4
 2009ig  55096.53  14.701   0.044  14.185   0.033  14.355   0.048  14.704   0.046  99.999  99.999    kait4
 2009ig  55097.40  14.727   0.139  14.175   0.022  14.369   0.036  14.716   0.044  99.999  99.999    kait4
 2009ig  55098.44  14.895   0.039  14.211   0.022  14.358   0.022  14.673   0.032  99.999  99.999    kait4
 2009ig  55099.45  15.039   0.042  14.256   0.035  14.350   0.038  14.670   0.037  99.999  99.999    kait4
 2009ig  55101.48  15.210   0.039  14.316   0.023  14.388   0.026  14.595   0.039  99.999  99.999    kait4
 2009ig  55102.47  15.334   0.041  14.357   0.036  14.398   0.047  14.554   0.052  99.999  99.999    kait4
 2009ig  55104.46  15.477   0.041  14.433   0.030  14.396   0.037  14.521   0.043  99.999  99.999    kait4
 2009ig  55106.38  15.624   0.064  14.478   0.028  14.420   0.040  14.473   0.040  99.999  99.999    kait4
 2009ig  55112.41  16.200   0.101  14.800   0.036  14.621   0.036  99.999  99.999  99.999  99.999    kait4
 2009ig  55114.40  16.280   0.047  14.947   0.041  14.684   0.045  14.431   0.047  99.999  99.999    kait4
 2009ig  55116.46  16.381   0.224  15.046   0.032  14.877   0.038  14.626   0.066  99.999  99.999    kait4
 2009ig  55120.43  16.463   0.054  15.324   0.043  15.097   0.052  14.876   0.050  99.999  99.999    kait4
 2009ig  55123.40  16.257   0.185  15.439   0.037  15.234   0.043  15.077   0.053  99.999  99.999    kait4
 2009ig  55129.31  16.511   0.082  15.645   0.053  15.455   0.061  15.346   0.088  99.999  99.999    kait4
 2009ig  55132.37  16.666   0.079  15.727   0.080  15.579   0.047  15.507   0.076  99.999  99.999    kait4
 2009ig  55133.36  16.694   0.060  15.752   0.050  15.587   0.053  15.535   0.065  99.999  99.999    kait4
 2009ig  55139.42  16.734   0.147  16.045   0.062  15.864   0.082  15.848   0.101  99.999  99.999    kait4
 2009ig  55148.40  16.861   0.057  16.159   0.038  16.044   0.060  16.155   0.086  99.999  99.999    kait4
 2009ig  55154.33  16.949   0.052  16.320   0.051  16.218   0.057  16.415   0.100  99.999  99.999    kait4
 2009ig  55159.27  17.002   0.060  16.455   0.065  16.383   0.069  16.616   0.068  99.999  99.999    kait4
 2009ig  55168.32  17.210   0.067  16.643   0.055  16.642   0.068  16.917   0.127  99.999  99.999    kait4
 2009ig  55173.34  17.228   0.074  16.762   0.058  16.824   0.111  17.089   0.061  99.999  99.999    kait4
 2009ig  55182.27  17.358   0.051  16.989   0.059  17.051   0.097  17.541   0.186  99.999  99.999    kait4
 2009ig  55188.22  17.414   0.068  17.109   0.113  17.235   0.072  17.560   0.097  99.999  99.999    kait4
 2009ig  55201.22  17.667   0.071  17.375   0.076  17.563   0.135  17.656   0.171  99.999  99.999    kait4
 2009ig  55207.18  17.593   0.154  17.503   0.114  99.999  99.999  99.999  99.999  99.999  99.999    kait4
 2009ig  55242.13  18.375   0.157  18.000   0.216  18.290   0.458  99.999  99.999  99.999  99.999    kait4
 2009kq  55150.53  14.849   0.024  14.871   0.016  14.778   0.018  14.936   0.025  99.999  99.999    kait4
 2009kq  55152.48  14.800   0.019  14.754   0.016  14.690   0.019  14.936   0.046  99.999  99.999    kait4
 2009kq  55154.56  14.708   0.017  14.661   0.013  14.620   0.017  99.999  99.999  99.999  99.999    kait4
 2009kq  55156.59  14.753   0.057  14.603   0.048  99.999  99.999  99.999  99.999  99.999  99.999    kait4
 2009kq  55158.49  14.833   0.031  14.685   0.015  14.637   0.020  15.124   0.037  99.999  99.999    kait4
 2009kq  55160.50  14.950   0.016  14.735   0.011  14.733   0.045  15.235   0.029  99.999  99.999    kait4
 2009kq  55162.45  15.128   0.073  14.769   0.032  14.851   0.025  15.343   0.051  99.999  99.999    kait4
 2009kq  55164.41  15.241   0.048  14.919   0.030  14.993   0.035  15.536   0.071  99.999  99.999    kait4
 2009kq  55166.39  15.334   0.065  15.036   0.029  15.169   0.028  15.664   0.050  99.999  99.999    kait4
 2009kq  55173.55  16.274   0.030  15.414   0.019  15.398   0.020  15.620   0.029  99.999  99.999    kait4
 2009kq  55182.47  17.168   0.046  15.885   0.027  15.559   0.042  15.390   0.025  99.999  99.999    kait4
 2009kq  55184.43  17.312   0.055  16.015   0.028  15.641   0.030  15.432   0.032  99.999  99.999    kait4
 2009kq  55188.42  17.572   0.081  16.278   0.056  15.900   0.046  15.666   0.058  99.999  99.999    kait4
 2009kq  55190.41  17.681   0.046  16.434   0.029  16.057   0.033  15.798   0.045  99.999  99.999    kait4
 2009kq  55200.44  18.047   0.186  16.779   0.073  16.539   0.061  16.450   0.072  99.999  99.999    kait4
 2009kq  55205.32  18.039   0.070  16.939   0.043  16.664   0.045  16.612   0.059  99.999  99.999    kait4
 2009kq  55237.38  18.457   0.111  17.783   0.081  17.693   0.111  99.999  99.999  99.999  99.999    kait4
 2009kq  55243.28  18.497   0.083  17.907   0.106  17.863   0.114  18.083   0.102  99.999  99.999    kait4
 2009kq  55246.21  18.674   0.158  17.935   0.123  17.911   0.153  18.137   0.230  99.999  99.999    kait4
 2009kq  55256.32  19.124   0.434  18.354   0.433  17.754   0.356  99.999  99.999  99.999  99.999    kait4
 2009kq  55262.24  18.815   0.102  18.330   0.101  18.481   0.159  18.732   0.188  99.999  99.999    kait4
 2009kq  55267.26  18.854   0.100  18.481   0.121  18.664   0.172  18.877   0.252  99.999  99.999    kait4
 2009kq  55272.24  19.005   0.134  18.565   0.126  18.844   0.250  18.998   0.284  99.999  99.999    kait4
 2009kq  55283.24  19.092   0.182  18.819   0.193  18.918   0.247  99.999  99.999  99.999  99.999    kait4
 2009kq  55290.20  19.207   0.217  18.812   0.183  19.315   0.167  19.418   0.222  99.999  99.999    kait4
 2010ao  55282.40  16.294   0.047  16.384   0.046  16.427   0.140  99.999  99.999  99.999  99.999    kait4
 2010ao  55288.48  15.917   0.054  15.969   0.041  99.999  99.999  16.082   0.096  99.999  99.999    kait4
 2010ao  55293.38  16.083   0.024  16.039   0.023  15.930   0.030  16.279   0.063  99.999  99.999    kait4
 2010ao  55295.42  16.252   0.045  16.122   0.040  16.055   0.076  16.317   0.171  99.999  99.999    kait4
 2010ao  55304.41  17.289   0.066  16.658   0.066  16.660   0.084  16.713   0.087  99.999  99.999    kait4
 2010ao  55309.33  17.879   0.060  16.878   0.036  16.669   0.056  16.533   0.125  99.999  99.999    kait4
 2010ao  55317.36  18.647   0.109  17.254   0.053  16.929   0.057  16.570   0.093  99.999  99.999    kait4
 2010ao  55319.36  18.707   0.124  17.409   0.073  16.995   0.080  16.612   0.109  99.999  99.999    kait4
 2010ao  55322.40  18.809   0.339  17.665   0.231  17.636   0.247  17.113   0.291  99.999  99.999    kait4
 2010ao  55328.35  19.386   0.711  17.933   0.101  17.574   0.091  17.187   0.130  99.999  99.999    kait4
 2010ao  55330.40  19.071   0.145  17.956   0.095  17.637   0.162  17.117   0.227  99.999  99.999    kait4
 2010ao  55337.37  19.544   0.289  18.347   0.244  18.244   0.286  17.431   0.127  99.999  99.999    kait4
 2010hs  55454.49  18.896   0.234  18.761   0.046  18.627   0.051  19.032   0.172  99.999  99.999    kait4
 2010hs  55456.54  18.751   0.107  18.737   0.121  18.646   0.213  99.999  99.999  99.999  99.999    kait4
 2010hs  55460.43  18.902   0.074  18.748   0.068  18.600   0.071  19.155   0.227  99.999  99.999    kait4
 2010hs  55470.48  19.608   0.097  19.129   0.072  19.004   0.069  19.562   0.239  99.999  99.999    kait4
 2010hs  55473.42  19.696   0.245  19.261   0.192  19.213   0.432  99.999  99.999  99.999  99.999    kait4
 2010hs  55476.52  20.186   0.219  19.523   0.145  19.364   0.144  19.802   0.278  99.999  99.999    kait4
 2010hs  55479.38  20.475   0.159  19.601   0.094  19.296   0.094  19.800   0.251  99.999  99.999    kait4
 2010hs  55482.42  21.068   0.239  19.965   0.147  19.321   0.165  20.119   0.336  99.999  99.999    kait4
 2010ii  55470.36  18.065   0.035  18.051   0.035  17.871   0.056  99.999  99.999  99.999  99.999    kait4
 2010ii  55472.33  17.397   0.017  17.436   0.028  99.999  99.999  99.999  99.999  99.999  99.999    kait4
 2010ii  55476.23  16.696   0.015  16.719   0.024  16.589   0.028  16.830   0.125  99.999  99.999    kait4
 2010ii  55478.23  16.566   0.015  16.581   0.015  16.437   0.025  16.623   0.044  99.999  99.999    kait4
 2010ii  55480.22  16.489   0.014  16.529   0.019  16.380   0.029  16.706   0.049  99.999  99.999    kait4
 2010ii  55482.18  16.532   0.016  16.481   0.019  16.335   0.032  16.816   0.051  99.999  99.999    kait4
 2010ii  55484.20  16.604   0.016  16.530   0.022  16.390   0.033  16.863   0.064  99.999  99.999    kait4
 2010ii  55513.18  19.633   0.601  18.379   0.447  17.979   0.475  17.937   0.473  99.999  99.999    kait4
 2010ju  55517.37  18.069   0.051  17.197   0.037  16.823   0.063  16.619   0.080  99.999  99.999    kait4
 2010ju  55529.38  17.783   0.034  16.819   0.038  16.473   0.041  16.587   0.178  99.999  99.999    kait4
 2010ju  55531.38  17.932   0.028  16.945   0.025  16.606   0.051  16.693   0.182  99.999  99.999    kait4
 2010ju  55537.43  18.668   0.103  17.323   0.037  17.043   0.043  16.872   0.093  99.999  99.999    kait4
 2010ju  55542.38  19.246   0.070  17.545   0.040  17.161   0.064  16.902   0.122  99.999  99.999    kait4
 2010ju  55545.44  19.245   0.190  17.665   0.312  17.129   0.201  99.999  99.999  99.999  99.999    kait4
 2010ju  55565.39  20.632   0.259  18.782   0.088  18.133   0.095  17.798   0.172  99.999  99.999    kait4
 2010ju  55568.33  20.333   0.417  18.701   0.180  18.086   0.290  17.865   0.265  99.999  99.999    kait4
 2010ju  55571.32  20.688   0.329  18.584   0.190  18.258   0.224  17.881   0.269  99.999  99.999    kait4
 2010ju  55574.28  20.920   0.340  18.967   0.167  18.447   0.146  18.058   0.246  99.999  99.999    kait4
 2010ju  55582.26  20.689   0.462  18.801   0.168  18.556   0.276  18.446   0.294  99.999  99.999    kait4
 2010ju  55585.32  20.895   0.362  19.035   0.149  18.831   0.202  18.807   0.344  99.999  99.999    kait4
 2010ju  55588.27  21.159   0.355  19.426   0.169  18.952   0.160  18.735   0.347  99.999  99.999    kait4
  2011M  55585.28  17.301   0.020  17.004   0.044  16.668   0.089  16.445   0.055  99.999  99.999    kait4
  2011M  55587.23  17.046   0.042  16.672   0.035  16.399   0.043  16.195   0.039  99.999  99.999    kait4
  2011M  55589.26  16.790   0.075  16.509   0.081  16.310   0.128  16.126   0.115  99.999  99.999    kait4
  2011M  55592.29  16.683   0.018  16.391   0.013  16.105   0.031  16.164   0.048  99.999  99.999    kait4
  2011M  55595.23  16.727   0.022  16.422   0.068  16.096   0.032  16.255   0.110  99.999  99.999    kait4
  2011M  55598.22  16.877   0.024  16.404   0.023  16.151   0.031  16.296   0.047  99.999  99.999    kait4
  2011M  55602.19  17.186   0.031  16.575   0.024  16.329   0.080  16.560   0.058  99.999  99.999    kait4
  2011M  55605.18  17.462   0.033  16.767   0.077  16.580   0.086  16.720   0.062  99.999  99.999    kait4
  2011M  55615.21  18.662   0.050  17.242   0.042  16.953   0.080  16.509   0.103  99.999  99.999    kait4
  2011M  55620.16  19.366   0.114  17.561   0.052  16.978   0.053  16.485   0.067  99.999  99.999    kait4
 2011bd  55682.19  18.882   0.350  17.880   0.172  17.341   0.250  17.145   0.020  99.999  99.999  nickel2
 2011bd  55684.14  19.107   0.035  17.988   0.025  17.451   0.018  17.213   0.019  99.999  99.999  nickel2
 2011bd  55720.10  19.998   0.072  19.234   0.067  99.999  99.999  18.915   0.116  99.999  99.999  nickel2
 2011bd  55722.05  20.071   0.057  19.218   0.048  19.032   0.047  19.031   0.083  99.999  99.999  nickel2
 2011bd  55727.09  20.150   0.180  19.490   0.068  99.999  99.999  19.191   0.115  99.999  99.999  nickel2
 2011bd  55733.05  20.274   0.087  19.430   0.064  19.448   0.086  19.395   0.132  99.999  99.999  nickel2
 2011by  55678.21  14.810   0.020  14.760   0.016  14.607   0.018  14.554   0.023  99.999  99.999    kait4
 2011by  55679.30  14.417   0.024  14.400   0.023  14.210   0.026  14.153   0.023  99.999  99.999    kait4
 2011by  55681.31  13.858   0.032  13.894   0.026  13.670   0.023  13.657   0.031  99.999  99.999    kait4
 2011by  55682.04  13.628   0.045  13.615   0.013  13.323   0.040  99.999  99.999  99.999  99.999  nickel2
 2011by  55682.32  13.665   0.031  13.629   0.021  13.463   0.022  13.406   0.028  99.999  99.999    kait4
 2011by  55683.31  13.404   0.036  13.515   0.034  13.284   0.032  13.273   0.030  99.999  99.999    kait4
 2011by  55684.03  13.319   0.038  13.346   0.012  13.152   0.011  13.155   0.012  99.999  99.999  nickel2
 2011by  55684.30  13.316   0.025  13.324   0.026  13.159   0.021  13.151   0.022  99.999  99.999    kait4
 2011by  55685.30  13.179   0.027  13.261   0.022  13.059   0.022  13.066   0.023  99.999  99.999    kait4
 2011by  55687.32  13.019   0.031  13.041   0.023  12.942   0.029  12.954   0.030  99.999  99.999    kait4
 2011by  55688.30  13.019   0.028  12.991   0.022  12.925   0.019  12.990   0.025  99.999  99.999    kait4
 2011by  55691.28  12.945   0.029  12.925   0.020  12.844   0.021  13.073   0.027  99.999  99.999    kait4
 2011by  55693.28  12.988   0.036  12.895   0.024  12.845   0.029  13.151   0.036  99.999  99.999    kait4
 2011by  55700.25  13.465   0.044  13.150   0.025  13.235   0.025  13.616   0.030  99.999  99.999    kait4
 2011by  55703.19  13.767   0.042  13.324   0.023  13.440   0.020  99.999  99.999  99.999  99.999    kait4
 2011by  55706.19  14.103   0.046  13.512   0.026  13.583   0.023  13.806   0.034  99.999  99.999    kait4
 2011by  55709.24  14.482   0.033  13.718   0.028  13.632   0.068  13.695   0.024  99.999  99.999    kait4
 2011by  55715.23  15.133   0.039  14.021   0.030  13.706   0.022  13.566   0.026  99.999  99.999    kait4
 2011by  55719.25  15.490   0.042  14.219   0.024  13.898   0.019  13.496   0.025  99.999  99.999    kait4
