# Full, machine-readable Table B3 from Stahl et al. 2019
# Natural System Photometry of 93 SNe Ia
#
# NULL values are denoted by 99.999
#
# ---------------------------------------------------------------------------------------------------------
SN       MJD       B      EB       V      EV       R      ER       I      EI   CLEAR  ECLEAR   system
 2007if  54402.31  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.844   0.108    kait4
 2007if  54406.38  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.056   0.084    kait4
 2007if  54410.34  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.304   0.069    kait4
 2007if  54414.06  20.678   0.162  19.810   0.083  19.314   0.080  18.918   0.223  99.999  99.999  nickel1
 2007if  54414.39  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.406   0.111    kait4
 2007if  54418.37  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.436   0.112    kait4
 2007if  54422.03  20.812   0.524  19.893   0.035  19.478   0.028  19.365   0.071  99.999  99.999  nickel1
 2007if  54422.36  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.486   0.153    kait4
 2007if  54429.93  20.766   0.370  20.012   0.101  19.540   0.066  19.564   0.115  99.999  99.999  nickel1
 2007if  54432.29  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.640   0.380    kait4
 2007if  54439.33  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.086   0.235    kait4
 2007if  54448.24  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.035   0.266    kait4
 2007if  54448.92  21.189   0.337  20.265   0.104  99.999  99.999  19.483   0.505  99.999  99.999  nickel1
 2007if  54449.91  99.999  99.999  20.300   0.094  20.170   0.087  20.527   0.241  99.999  99.999  nickel1
 2007if  54465.25  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.282   0.398    kait4
 2007jg  54366.53  17.629   0.075  17.551   0.294  17.478   0.355  99.999  99.999  99.999  99.999    kait4
 2007jg  54368.49  17.696   0.041  17.540   0.035  17.401   0.040  17.885   0.063  99.999  99.999    kait4
 2007jg  54371.46  17.807   0.085  17.530   0.049  17.465   0.059  17.879   0.084  99.999  99.999    kait4
 2007jg  54375.47  18.127   0.063  17.783   0.059  17.809   0.055  18.141   0.121  99.999  99.999    kait4
 2007jg  54377.46  18.315   0.044  17.961   0.034  17.963   0.041  18.397   0.096  99.999  99.999    kait4
 2007jg  54379.21  18.546   0.031  18.096   0.019  18.037   0.020  18.251   0.063  99.999  99.999  nickel1
 2007jg  54379.49  18.561   0.049  18.082   0.045  18.114   0.062  18.563   0.108  99.999  99.999    kait4
 2007jg  54381.46  18.846   0.050  18.166   0.042  18.149   0.072  18.420   0.221  99.999  99.999    kait4
 2007jg  54384.47  19.207   0.060  18.374   0.057  18.199   0.042  18.442   0.063  99.999  99.999    kait4
 2007jg  54387.50  19.320   0.085  18.546   0.069  18.301   0.057  18.374   0.077  99.999  99.999    kait4
 2007jg  54391.22  19.602   0.345  18.864   0.074  18.307   0.028  18.164   0.034  99.999  99.999  nickel1
 2007jg  54391.47  19.861   0.109  18.786   0.246  18.460   0.406  18.197   0.139  99.999  99.999    kait4
 2007jg  54395.37  20.152   0.296  18.972   0.145  18.606   0.095  18.243   0.060  99.999  99.999    kait4
 2007jg  54402.46  20.308   0.457  19.459   0.422  19.120   0.322  18.931   0.357  99.999  99.999    kait4
 2007jg  54406.48  20.351   0.346  19.642   0.260  19.218   0.184  18.692   0.202  99.999  99.999    kait4
 2007jg  54410.47  20.691   0.253  19.853   0.160  19.404   0.139  18.943   0.173  99.999  99.999    kait4
 2007jg  54414.14  20.861   0.198  19.985   0.113  99.999  99.999  19.417   0.149  99.999  99.999  nickel1
 2007jg  54430.07  99.999  99.999  19.899   0.162  20.170   0.458  19.697   0.215  99.999  99.999  nickel1
 2007kk  54380.53  17.780   0.035  17.690   0.028  17.550   0.029  17.735   0.066  99.999  99.999    kait4
 2007kk  54382.44  17.755   0.046  17.675   0.027  17.465   0.031  17.721   0.059  99.999  99.999    kait4
 2007kk  54384.49  17.754   0.050  17.626   0.028  17.439   0.029  17.793   0.065  99.999  99.999    kait4
 2007kk  54387.53  17.900   0.056  17.663   0.029  17.490   0.039  17.826   0.077  99.999  99.999    kait4
 2007kk  54390.53  17.975   0.057  17.697   0.191  99.999  99.999  17.825   0.188  99.999  99.999    kait4
 2007kk  54392.47  18.153   0.066  17.821   0.034  17.668   0.027  18.056   0.073  99.999  99.999    kait4
 2007kk  54394.40  18.340   0.058  17.957   0.053  17.800   0.062  18.130   0.145  99.999  99.999    kait4
 2007kk  54396.40  18.503   0.097  18.035   0.053  17.956   0.067  18.256   0.128  99.999  99.999    kait4
 2007kk  54398.33  18.813   0.238  18.020   0.148  18.004   0.154  18.130   0.190  99.999  99.999    kait4
 2007kk  54401.15  19.127   0.169  18.331   0.085  18.085   0.082  17.949   0.104  99.999  99.999  nickel1
 2007kk  54403.50  19.355   0.490  18.527   0.122  18.050   0.098  18.076   0.143  99.999  99.999    kait4
 2007kk  54406.50  19.390   0.146  18.535   0.095  18.147   0.084  18.040   0.135  99.999  99.999    kait4
 2007kk  54409.41  19.750   0.138  18.664   0.070  18.151   0.057  18.089   0.101  99.999  99.999    kait4
 2007kk  54412.39  20.116   0.185  18.845   0.093  18.211   0.060  18.089   0.091  99.999  99.999    kait4
 2007kk  54414.17  20.341   0.132  19.178   0.090  18.355   0.054  18.046   0.064  99.999  99.999  nickel1
 2007kk  54416.47  20.620   0.427  19.170   0.209  18.521   0.186  18.156   0.139  99.999  99.999    kait4
 2007kk  54422.15  99.999  99.999  19.546   0.046  18.757   0.026  18.374   0.033  99.999  99.999  nickel1
 2007kk  54424.35  99.999  99.999  19.785   0.217  18.876   0.193  18.635   0.246  99.999  99.999    kait4
 2007kk  54430.09  20.902   0.316  19.758   0.129  19.027   0.061  18.604   0.078  99.999  99.999  nickel1
 2007kk  54430.88  99.999  99.999  19.801   0.221  19.102   0.114  18.953   0.174  99.999  99.999  nickel1
 2007kk  54431.22  99.999  99.999  19.602   0.359  19.231   0.426  18.996   0.466  99.999  99.999    kait4
 2007kk  54432.42  99.999  99.999  20.024   0.478  19.238   0.348  99.999  99.999  99.999  99.999    kait4
 2007kk  54449.08  21.391   0.238  20.215   0.122  19.656   0.117  19.761   0.389  99.999  99.999  nickel1
  2008Y  54505.41  18.479   0.070  18.573   0.113  18.304   0.108  18.929   0.370  99.999  99.999    kait4
  2008Y  54509.06  18.871   0.034  18.516   0.048  18.318   0.044  18.738   0.107  99.999  99.999  nickel1
  2008Y  54512.09  19.097   0.042  18.659   0.061  18.467   0.068  18.962   0.134  99.999  99.999  nickel1
  2008Y  54529.97  21.007   0.189  19.958   0.168  19.122   0.077  18.959   0.090  99.999  99.999  nickel1
  2008Y  54544.03  99.999  99.999  20.828   0.420  19.875   0.207  99.999  99.999  99.999  99.999  nickel1
  2008Y  54567.99  21.953   0.311  20.818   0.290  20.606   0.292  20.355   0.216  99.999  99.999  nickel1
 2008dh  54635.18  17.379   0.028  17.223   0.020  17.180   0.024  17.584   0.044  99.999  99.999  nickel1
 2008dh  54642.19  18.101   0.043  17.615   0.017  17.653   0.023  17.877   0.057  99.999  99.999  nickel1
 2008dh  54653.15  19.198   0.055  18.310   0.030  17.898   0.025  17.741   0.050  99.999  99.999  nickel1
 2008dh  54655.14  19.328   0.037  18.413   0.024  17.929   0.022  17.748   0.032  99.999  99.999  nickel1
 2008dh  54658.15  19.539   0.040  18.585   0.030  18.071   0.027  17.761   0.032  99.999  99.999  nickel1
 2008dh  54672.12  20.146   0.147  19.391   0.099  18.874   0.075  18.713   0.123  99.999  99.999  nickel1
 2008dh  54677.11  20.246   0.103  19.362   0.089  19.015   0.094  18.812   0.104  99.999  99.999  nickel1
 2008dh  54686.11  20.217   0.155  19.652   0.101  19.299   0.388  19.141   0.165  99.999  99.999  nickel1
 2008dh  54690.11  20.348   0.073  19.655   0.061  19.190   0.098  19.227   0.108  99.999  99.999  nickel1
 2008dh  54694.20  20.257   0.304  19.851   0.263  19.601   0.124  19.331   0.286  99.999  99.999  nickel1
 2008dh  54708.12  20.685   0.118  20.329   0.202  19.991   0.140  19.895   0.279  99.999  99.999  nickel1
 2008dh  54714.12  20.769   0.095  20.096   0.091  20.033   0.114  20.219   0.202  99.999  99.999  nickel1
 2008ds  54645.47  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.700   0.033    kait4
 2008ds  54646.47  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.574   0.024    kait4
 2008ds  54647.46  15.615   0.012  15.629   0.010  15.597   0.011  15.742   0.018  15.501   0.010    kait4
 2008ds  54650.47  15.501   0.014  15.488   0.010  15.476   0.012  15.762   0.015  99.999  99.999    kait4
 2008ds  54653.13  15.482   0.009  15.474   0.005  15.418   0.005  15.768   0.008  99.999  99.999  nickel1
 2008ds  54653.44  15.489   0.018  15.471   0.010  15.439   0.010  15.823   0.016  99.999  99.999    kait4
 2008ds  54655.13  15.565   0.008  15.515   0.006  15.456   0.006  15.840   0.009  99.999  99.999  nickel1
 2008ds  54655.48  15.559   0.016  15.510   0.012  15.471   0.013  15.919   0.022  99.999  99.999    kait4
 2008ds  54658.13  15.695   0.008  15.611   0.006  15.548   0.005  15.978   0.008  99.999  99.999  nickel1
 2008ds  54662.16  15.975   0.011  15.785   0.005  99.999  99.999  99.999  99.999  99.999  99.999  nickel1
 2008ds  54662.44  15.979   0.014  15.782   0.014  15.806   0.014  16.333   0.020  99.999  99.999    kait4
 2008ds  54666.42  16.323   0.024  16.040   0.018  16.086   0.015  16.579   0.032  99.999  99.999    kait4
 2008ds  54670.11  16.710   0.034  99.999  99.999  16.224   0.016  16.431   0.022  99.999  99.999  nickel1
 2008ds  54671.38  16.825   0.047  16.352   0.046  16.283   0.061  16.577   0.122  99.999  99.999    kait4
 2008ds  54672.08  16.926   0.012  16.347   0.007  16.251   0.008  16.425   0.015  99.999  99.999  nickel1
 2008ds  54672.45  16.870   0.044  16.355   0.039  16.310   0.047  16.592   0.090  99.999  99.999    kait4
 2008ds  54673.44  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.322   0.027    kait4
 2008ds  54674.47  17.084   0.022  16.416   0.013  16.276   0.016  16.483   0.027  99.999  99.999    kait4
 2008ds  54677.43  17.314   0.019  16.558   0.013  16.313   0.014  16.431   0.019  99.999  99.999    kait4
 2008ds  54680.48  17.551   0.020  16.689   0.016  16.362   0.012  16.353   0.018  99.999  99.999    kait4
 2008ds  54683.44  17.754   0.038  16.834   0.024  16.469   0.017  16.374   0.028  16.543   0.027    kait4
 2008ds  54686.43  17.959   0.027  16.985   0.014  16.573   0.014  16.392   0.021  99.999  99.999    kait4
 2008ds  54692.44  18.280   0.053  17.321   0.027  16.887   0.022  16.675   0.024  99.999  99.999    kait4
 2008ds  54694.10  18.389   0.134  17.335   0.069  16.949   0.065  16.681   0.029  99.999  99.999  nickel1
 2008ds  54695.38  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.135   0.097    kait4
 2008ds  54697.42  18.217   0.172  17.563   0.085  17.102   0.047  16.960   0.061  99.999  99.999    kait4
 2008ds  54702.36  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.412   0.055    kait4
 2008ds  54708.16  18.589   0.029  17.852   0.013  17.515   0.014  17.417   0.018  99.999  99.999  nickel1
 2008ds  54714.14  18.677   0.043  17.993   0.015  17.698   0.012  17.674   0.017  99.999  99.999  nickel1
 2008ds  54719.06  18.722   0.053  18.125   0.022  17.856   0.022  17.865   0.041  99.999  99.999  nickel1
 2008ds  54720.05  18.811   0.052  18.188   0.032  17.892   0.032  17.891   0.050  99.999  99.999  nickel1
 2008ds  54720.31  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.954   0.118    kait4
 2008ds  54736.08  18.970   0.034  18.553   0.026  18.346   0.026  18.570   0.056  99.999  99.999  nickel1
 2008ds  54740.00  19.092   0.024  18.599   0.027  18.481   0.031  18.603   0.043  99.999  99.999  nickel1
 2008ds  54746.97  19.164   0.026  18.794   0.023  18.660   0.028  18.953   0.061  99.999  99.999  nickel1
 2008ds  54750.95  19.215   0.181  18.744   0.131  18.690   0.405  18.840   0.830  99.999  99.999  nickel1
 2008ds  54755.32  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.934   0.273    kait4
 2008ds  54761.03  99.999  99.999  19.073   0.051  19.076   0.075  19.375   0.152  99.999  99.999  nickel1
 2008ds  54775.34  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.024   0.452    kait4
 2008ds  54803.19  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.998   0.431    kait4
 2008ds  54830.15  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.090   0.513    kait4
 2008eg  54672.20  17.036   0.019  17.183   0.031  99.999  99.999  17.290   0.050  99.999  99.999  nickel1
 2008eg  54677.18  99.999  99.999  17.235   0.017  17.213   0.024  17.528   0.032  99.999  99.999  nickel1
 2008eg  54681.19  17.945   0.024  17.457   0.014  17.420   0.017  17.573   0.030  99.999  99.999  nickel1
 2008eg  54686.19  99.999  99.999  17.817   0.021  17.530   0.023  17.591   0.047  99.999  99.999  nickel1
 2008eg  54690.21  18.946   0.048  18.118   0.028  17.647   0.026  17.318   0.025  99.999  99.999  nickel1
 2008eg  54697.48  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.592   0.515    kait4
 2008eg  54698.17  19.911   0.166  99.999  99.999  18.453   0.073  17.779   0.053  99.999  99.999  nickel1
 2008eg  54708.14  19.485   0.052  19.098   0.049  18.860   0.054  18.509   0.064  99.999  99.999  nickel1
 2008eg  54714.16  19.721   0.068  19.257   0.059  19.004   0.057  18.782   0.087  99.999  99.999  nickel1
 2008eg  54719.11  99.999  99.999  99.999  99.999  99.999  99.999  18.891   0.148  99.999  99.999  nickel1
 2008eg  54746.43  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.139   0.485    kait4
 2008eg  55063.43  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999    kait4
 2008ek  54676.21  99.999  99.999  19.100   0.421  18.763   0.284  99.999  99.999  18.900   0.138    kait4
 2008ek  54677.19  20.287   0.296  19.065   0.111  18.708   0.090  18.361   0.105  99.999  99.999    kait4
 2008ek  54679.19  20.342   0.335  19.165   0.132  18.714   0.095  18.446   0.116  99.999  99.999    kait4
 2008ek  54680.97  20.698   0.262  19.238   0.067  18.751   0.067  18.432   0.119  99.999  99.999  nickel1
 2008ek  54681.21  99.999  99.999  19.286   0.136  18.734   0.091  18.277   0.116  99.999  99.999    kait4
 2008ek  54683.19  99.999  99.999  19.656   0.161  18.767   0.098  18.377   0.170  99.999  99.999    kait4
 2008ek  54685.19  99.999  99.999  19.591   0.179  19.019   0.159  18.499   0.159  99.999  99.999    kait4
 2008ek  54685.98  99.999  99.999  19.889   0.140  99.999  99.999  19.044   0.268  99.999  99.999  nickel1
 2008ek  54689.93  21.763   0.396  20.304   0.154  19.413   0.119  18.900   0.099  99.999  99.999  nickel1
 2008ek  54696.19  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.859   0.382    kait4
 2008ek  54697.96  99.999  99.999  21.048   0.526  19.628   0.899  19.674   0.270  99.999  99.999  nickel1
 2008ek  54701.16  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.834   0.359    kait4
 2008ek  54707.90  21.743   0.365  20.531   0.205  21.477   0.504  20.198   0.244  99.999  99.999  nickel1
 2008ek  54711.89  21.680   0.219  20.866   0.234  21.434   0.577  20.761   0.479  99.999  99.999  nickel1
 2008ek  54714.15  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.301   0.626    kait4
 2008eo  54687.44  15.607   0.025  15.492   0.012  15.410   0.014  15.710   0.022  99.999  99.999    kait4
 2008eo  54690.13  15.600   0.011  15.447   0.006  15.308   0.007  15.667   0.008  99.999  99.999  nickel1
 2008eo  54692.46  15.729   0.017  15.516   0.012  15.429   0.012  15.875   0.020  99.999  99.999    kait4
 2008eo  54694.39  15.888   0.039  15.635   0.034  99.999  99.999  99.999  99.999  99.999  99.999    kait4
 2008eo  54696.40  15.984   0.024  15.678   0.016  15.651   0.016  16.130   0.031  99.999  99.999    kait4
 2008eo  54698.19  16.062   0.013  15.724   0.008  15.701   0.009  16.055   0.012  99.999  99.999  nickel1
 2008eo  54699.45  16.227   0.078  15.765   0.071  15.780   0.086  16.205   0.170  99.999  99.999    kait4
 2008eo  54701.41  16.379   0.018  15.975   0.015  15.995   0.014  16.386   0.032  99.999  99.999    kait4
 2008eo  54703.39  16.576   0.021  16.090   0.016  16.115   0.016  16.469   0.027  99.999  99.999    kait4
 2008eo  54705.38  16.773   0.019  16.184   0.016  16.158   0.017  16.479   0.027  99.999  99.999    kait4
 2008eo  54707.40  16.953   0.021  16.267   0.013  16.188   0.016  16.427   0.028  99.999  99.999    kait4
 2008eo  54708.21  17.034   0.012  16.272   0.007  16.114   0.008  16.154   0.010  99.999  99.999  nickel1
 2008eo  54714.44  17.533   0.025  16.563   0.017  16.243   0.015  16.186   0.024  99.999  99.999    kait4
 2008eo  54719.19  17.993   0.042  16.832   0.009  16.367   0.016  16.000   0.014  99.999  99.999  nickel1
 2008eo  54720.35  18.020   0.067  16.864   0.019  16.413   0.021  16.168   0.027  99.999  99.999    kait4
 2008eo  54731.32  18.495   0.055  17.450   0.031  17.051   0.029  16.889   0.045  99.999  99.999    kait4
 2008eo  54734.35  18.516   0.043  17.569   0.024  17.181   0.023  17.020   0.040  99.999  99.999    kait4
 2008eo  54740.01  18.609   0.022  17.756   0.014  17.319   0.013  17.110   0.016  99.999  99.999  nickel1
 2008eo  54740.29  18.607   0.044  17.727   0.033  17.382   0.031  17.299   0.042  99.999  99.999    kait4
 2008eo  54748.27  18.675   0.063  17.916   0.038  17.636   0.040  17.597   0.047  99.999  99.999    kait4
 2008eo  54750.96  18.806   0.131  18.009   0.065  17.675   0.160  17.665   0.122  99.999  99.999  nickel1
 2008eo  54751.28  18.731   0.168  18.103   0.096  17.718   0.066  17.756   0.107  99.999  99.999    kait4
 2008eo  54767.27  99.999  99.999  18.335   0.366  18.376   0.750  18.508   0.509  99.999  99.999    kait4
 2008eo  54775.35  19.094   0.151  18.801   0.158  18.291   0.207  18.878   0.547  99.999  99.999    kait4
 2008eo  54789.93  19.270   0.101  19.266   0.596  18.393   0.482  99.999  99.999  99.999  99.999  nickel1
 2008eq  54676.27  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.134   0.339    kait4
 2008eq  54680.24  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.861   0.333    kait4
 2008eq  54681.24  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.603   0.071    kait4
 2008eq  54684.06  18.668   0.035  18.563   0.083  18.317   0.049  17.879   0.433  99.999  99.999  nickel1
 2008eq  54686.02  18.502   0.031  18.451   0.029  18.171   0.045  18.285   0.147  99.999  99.999  nickel1
 2008eq  54688.24  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.140   0.115    kait4
 2008eq  54689.99  18.471   0.032  18.386   0.031  18.054   0.035  18.224   0.047  99.999  99.999  nickel1
 2008eq  54693.22  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.982   0.106    kait4
